distractor,target,set,ans,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,flanker_thisRepN,flanker_thisTrialN,flanker_thisN,flanker_thisIndex,stroop_thisRepN,stroop_thisTrialN,stroop_thisN,stroop_thisIndex,conjunction_thisRepN,conjunction_thisTrialN,conjunction_thisN,conjunction_thisIndex,st_ins_loop_thisRepN,st_ins_loop_thisTrialN,st_ins_loop_thisN,st_ins_loop_thisIndex,stroop_prac_loop_thisRepN,stroop_prac_loop_thisTrialN,stroop_prac_loop_thisN,stroop_prac_loop_thisIndex,st_block_thisRepN,st_block_thisTrialN,st_block_thisN,st_block_thisIndex,stroop_main_loop_thisRepN,stroop_main_loop_thisTrialN,stroop_main_loop_thisN,stroop_main_loop_thisIndex,stroop_block_ins_thisRepN,stroop_block_ins_thisTrialN,stroop_block_ins_thisN,stroop_block_ins_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,conj_prac_loop_thisRepN,conj_prac_loop_thisTrialN,conj_prac_loop_thisN,conj_prac_loop_thisIndex,conj_block_thisRepN,conj_block_thisTrialN,conj_block_thisN,conj_block_thisIndex,conj_main_loop_thisRepN,conj_main_loop_thisTrialN,conj_main_loop_thisN,conj_main_loop_thisIndex,conj_block_ins_thisRepN,conj_block_ins_thisTrialN,conj_block_ins_thisN,conj_block_ins_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,next_game_img_started,next_game_key_started,next_game_key_keys,next_game_key_rt,next_game_key_duration,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,image_started,ins_rep_img_started,image_9_started,back_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,mainback_2_started,mouse_started,image_10_started,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,task_type,contineu_block_started,key_resp_10_started,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,key_resp_5_keys,key_resp_5_rt,key_resp_5_duration,image_11_started,ins_rep_img_2_started,st_back_2_started,st2_resp_2_keys,st2_resp_2_corr,text_started,text_stopped,id_,age,order,sex,flanker,stroop,conjunction,test_mode,date,expName,psychopyVersion,frameRate
positive,blue,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,20,20,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,1.1316635000403,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,884.61408520001,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,21,21,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,0.947702000034042,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,886.748595900019,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,22,22,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51429850002751,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,888.701166199986,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,23,23,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51420500001404,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,891.212751300016,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,blue,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,24,24,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,0.900128300010692,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,893.729499700014,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,25,25,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,0.946830799977761,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,895.629182200006,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,26,26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.515135499998,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,897.578649899981,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,27,27,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51247449999209,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,900.093671499984,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,28,28,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51382620004006,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,902.610446800012,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,blue,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,29,29,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,0.732202899991535,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,905.126232500013,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,30,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,1.3139498999808,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,906.8606822,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,31,31,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.5152465000283,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,909.175878899987,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,32,32,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51552620000439,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,911.691320299986,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,blue,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,33,33,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,0.947825799987186,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,914.20741849998,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,34,34,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51250620000064,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,916.158066999982,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,35,35,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,k,0,-0.483586499991361,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,918.673048600031,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,red,1,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36,36,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51657019997947,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,922.205169500026,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,37,37,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.53056609997293,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,924.720995699987,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,38,38,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.53179829998408,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,927.253888199979,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,39,39,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,k,0,0.880309000029229,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,929.786365600012,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,blue,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,40,40,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,1.95019790000515,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,932.685744800023,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,41,41,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51244600000791,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,935.637464700034,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,42,42,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.53099940001266,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,938.151195099985,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,43,43,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,1.88284549996024,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,940.683771800017,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,44,44,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51237840001704,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,943.567325900018,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,red,1,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,45,45,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51297569996677,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,946.082428199996,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,46,46,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.53276279999409,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,948.59929480002,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
negative,yellow,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,47,47,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,k,k,1,1.23109259997727,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,951.131193000008,None,0,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,48,48,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,None,None,1,1.51500319998013,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,,NaN,,NaN,NaN,953.365868900029,None,1,NaN,NaN,202,999,1,m,no,yes,yes,no,2023-08-27_12h09.29.608,all_task_Ver_0825,2023.1.3,59.9537277026162
